"municipality","municipality_code","province_code","province","province_short","region","region_code","population","population_F","population_M"
"Casanova Elvo","2033","2","Vercelli","VC","Piemonte","1","222.0","100.0","122.0"
"San Giacomo Vercellese","2035","2","Vercelli","VC","Piemonte","1","277.0","143.0","134.0"
"Cervatto","2041","2","Vercelli","VC","Piemonte","1","50.0","18.0","32.0"
"Cigliano","2042","2","Vercelli","VC","Piemonte","1","4295.0","2210.0","2085.0"
"Civiasco","2043","2","Vercelli","VC","Piemonte","1","234.0","110.0","124.0"
"Collobiano","2045","2","Vercelli","VC","Piemonte","1","86.0","46.0","40.0"
"Costanzana","2047","2","Vercelli","VC","Piemonte","1","761.0","393.0","368.0"
"Cravagliana","2048","2","Vercelli","VC","Piemonte","1","268.0","124.0","144.0"
"Crescentino","2049","2","Vercelli","VC","Piemonte","1","7636.0","3799.0","3837.0"
"Crova","2052","2","Vercelli","VC","Piemonte","1","372.0","187.0","185.0"
"Desana","2054","2","Vercelli","VC","Piemonte","1","1063.0","553.0","510.0"
"Fobello","2057","2","Vercelli","VC","Piemonte","1","186.0","78.0","108.0"
"Fontanetto Po","2058","2","Vercelli","VC","Piemonte","1","1053.0","527.0","526.0"
"Formigliana","2059","2","Vercelli","VC","Piemonte","1","497.0","245.0","252.0"
"Gattinara","2061","2","Vercelli","VC","Piemonte","1","7611.0","3917.0","3694.0"
"Ghislarengo","2062","2","Vercelli","VC","Piemonte","1","816.0","402.0","414.0"
"Greggio","2065","2","Vercelli","VC","Piemonte","1","328.0","157.0","171.0"
"Guardabosone","2066","2","Vercelli","VC","Piemonte","1","334.0","169.0","165.0"
"Lamporo","2067","2","Vercelli","VC","Piemonte","1","506.0","253.0","253.0"
"Lenta","2068","2","Vercelli","VC","Piemonte","1","795.0","395.0","400.0"
"Lignana","2070","2","Vercelli","VC","Piemonte","1","529.0","275.0","254.0"
"Livorno Ferraris","2071","2","Vercelli","VC","Piemonte","1","4180.0","2159.0","2021.0"
"Lozzolo","2072","2","Vercelli","VC","Piemonte","1","797.0","406.0","391.0"
"Mollia","2078","2","Vercelli","VC","Piemonte","1","93.0","44.0","49.0"
"Moncrivello","2079","2","Vercelli","VC","Piemonte","1","1376.0","687.0","689.0"
"Motta de' Conti","2082","2","Vercelli","VC","Piemonte","1","741.0","368.0","373.0"
"Olcenengo","2088","2","Vercelli","VC","Piemonte","1","787.0","402.0","385.0"
"Oldenico","2089","2","Vercelli","VC","Piemonte","1","217.0","109.0","108.0"
"Palazzolo Vercellese","2090","2","Vercelli","VC","Piemonte","1","1105.0","557.0","548.0"
"Pertengo","2091","2","Vercelli","VC","Piemonte","1","305.0","158.0","147.0"
"Pezzana","2093","2","Vercelli","VC","Piemonte","1","1271.0","641.0","630.0"
"Pila","2096","2","Vercelli","VC","Piemonte","1","144.0","61.0","83.0"
"Piode","2097","2","Vercelli","VC","Piemonte","1","188.0","97.0","91.0"
"Postua","2102","2","Vercelli","VC","Piemonte","1","561.0","276.0","285.0"
"Prarolo","2104","2","Vercelli","VC","Piemonte","1","708.0","356.0","352.0"
"Quarona","2107","2","Vercelli","VC","Piemonte","1","3804.0","2034.0","1770.0"
"Quinto Vercellese","2108","2","Vercelli","VC","Piemonte","1","391.0","199.0","192.0"
"Rassa","2110","2","Vercelli","VC","Piemonte","1","62.0","27.0","35.0"
"Rimella","2113","2","Vercelli","VC","Piemonte","1","133.0","54.0","79.0"
"Rive","2115","2","Vercelli","VC","Piemonte","1","424.0","217.0","207.0"
"Roasio","2116","2","Vercelli","VC","Piemonte","1","2250.0","1160.0","1090.0"
"Ronsecco","2118","2","Vercelli","VC","Piemonte","1","543.0","293.0","250.0"
"Rossa","2121","2","Vercelli","VC","Piemonte","1","175.0","78.0","97.0"
"Rovasenda","2122","2","Vercelli","VC","Piemonte","1","912.0","474.0","438.0"
"Salasco","2126","2","Vercelli","VC","Piemonte","1","207.0","93.0","114.0"
"Sali Vercellese","2127","2","Vercelli","VC","Piemonte","1","99.0","51.0","48.0"
"Saluggia","2128","2","Vercelli","VC","Piemonte","1","3777.0","1937.0","1840.0"
"San Germano Vercellese","2131","2","Vercelli","VC","Piemonte","1","1473.0","740.0","733.0"
"Santhià","2133","2","Vercelli","VC","Piemonte","1","8109.0","4197.0","3912.0"
"Scopa","2134","2","Vercelli","VC","Piemonte","1","373.0","187.0","186.0"
"Scopello","2135","2","Vercelli","VC","Piemonte","1","372.0","177.0","195.0"
"Serravalle Sesia","2137","2","Vercelli","VC","Piemonte","1","4751.0","2447.0","2304.0"
"Stroppiana","2142","2","Vercelli","VC","Piemonte","1","1172.0","601.0","571.0"
"Tricerro","2147","2","Vercelli","VC","Piemonte","1","680.0","333.0","347.0"
"Trino","2148","2","Vercelli","VC","Piemonte","1","6692.0","3380.0","3312.0"
"Tronzano Vercellese","2150","2","Vercelli","VC","Piemonte","1","3318.0","1695.0","1623.0"
"Valduggia","2152","2","Vercelli","VC","Piemonte","1","1875.0","949.0","926.0"
"Varallo","2156","2","Vercelli","VC","Piemonte","1","6926.0","3609.0","3317.0"
"Vercelli","2158","2","Vercelli","VC","Piemonte","1","45176.0","23515.0","21661.0"
"Villarboit","2163","2","Vercelli","VC","Piemonte","1","386.0","195.0","191.0"
"Villata","2164","2","Vercelli","VC","Piemonte","1","1550.0","776.0","774.0"
"Vocca","2166","2","Vercelli","VC","Piemonte","1","157.0","73.0","84.0"
"Alto Sermenza","2170","2","Vercelli","VC","Piemonte","1","145.0","63.0","82.0"
"Cellio con Breia","2171","2","Vercelli","VC","Piemonte","1","940.0","474.0","466.0"
"Agrate Conturbia","3001","3","Novara","NO","Piemonte","1","1520.0","737.0","783.0"
"Ameno","3002","3","Novara","NO","Piemonte","1","850.0","419.0","431.0"
"Armeno","3006","3","Novara","NO","Piemonte","1","2110.0","1107.0","1003.0"
"Arona","3008","3","Novara","NO","Piemonte","1","13675.0","7261.0","6414.0"
"Barengo","3012","3","Novara","NO","Piemonte","1","730.0","377.0","353.0"
"Bellinzago Novarese","3016","3","Novara","NO","Piemonte","1","9444.0","4716.0","4728.0"
"Biandrate","3018","3","Novara","NO","Piemonte","1","1307.0","641.0","666.0"
"Boca","3019","3","Novara","NO","Piemonte","1","1131.0","572.0","559.0"
"Bogogno","3021","3","Novara","NO","Piemonte","1","1297.0","660.0","637.0"
"Bolzano Novarese","3022","3","Novara","NO","Piemonte","1","1149.0","560.0","589.0"
"Borgolavezzaro","3023","3","Novara","NO","Piemonte","1","1956.0","1014.0","942.0"
"Borgomanero","3024","3","Novara","NO","Piemonte","1","21277.0","11032.0","10245.0"
"Borgo Ticino","3025","3","Novara","NO","Piemonte","1","5174.0","2573.0","2601.0"
"Briga Novarese","3026","3","Novara","NO","Piemonte","1","2763.0","1430.0","1333.0"
"Briona","3027","3","Novara","NO","Piemonte","1","1105.0","570.0","535.0"
"Caltignaga","3030","3","Novara","NO","Piemonte","1","2504.0","1265.0","1239.0"
"Cameri","3032","3","Novara","NO","Piemonte","1","10660.0","5464.0","5196.0"
"Carpignano Sesia","3036","3","Novara","NO","Piemonte","1","2470.0","1319.0","1151.0"
"Casalbeltrame","3037","3","Novara","NO","Piemonte","1","991.0","492.0","499.0"
"Casaleggio Novara","3039","3","Novara","NO","Piemonte","1","905.0","459.0","446.0"
"Casalino","3040","3","Novara","NO","Piemonte","1","1523.0","747.0","776.0"
"Casalvolone","3041","3","Novara","NO","Piemonte","1","875.0","431.0","444.0"
"Castellazzo Novarese","3042","3","Novara","NO","Piemonte","1","316.0","157.0","159.0"
"Castelletto sopra Ticino","3043","3","Novara","NO","Piemonte","1","9826.0","5097.0","4729.0"
"Cavaglietto","3044","3","Novara","NO","Piemonte","1","381.0","185.0","196.0"
"Cavaglio d'Agogna","3045","3","Novara","NO","Piemonte","1","1165.0","589.0","576.0"
"Cavallirio","3047","3","Novara","NO","Piemonte","1","1307.0","655.0","652.0"
"Cerano","3049","3","Novara","NO","Piemonte","1","6712.0","3421.0","3291.0"
"Colazza","3051","3","Novara","NO","Piemonte","1","530.0","254.0","276.0"
"Comignago","3052","3","Novara","NO","Piemonte","1","1209.0","599.0","610.0"
"Cressa","3055","3","Novara","NO","Piemonte","1","1604.0","821.0","783.0"
"Cureggio","3058","3","Novara","NO","Piemonte","1","2576.0","1340.0","1236.0"
"Divignano","3060","3","Novara","NO","Piemonte","1","1433.0","725.0","708.0"
"Dormelletto","3062","3","Novara","NO","Piemonte","1","2561.0","1325.0","1236.0"
"Fara Novarese","3065","3","Novara","NO","Piemonte","1","2007.0","1021.0","986.0"
"Fontaneto d'Agogna","3066","3","Novara","NO","Piemonte","1","2592.0","1309.0","1283.0"
"Galliate","3068","3","Novara","NO","Piemonte","1","15551.0","7964.0","7587.0"
"Garbagna Novarese","3069","3","Novara","NO","Piemonte","1","1405.0","701.0","704.0"
"Gargallo","3070","3","Novara","NO","Piemonte","1","1764.0","894.0","870.0"
"Ghemme","3073","3","Novara","NO","Piemonte","1","3386.0","1729.0","1657.0"
"Gozzano","3076","3","Novara","NO","Piemonte","1","5487.0","2741.0","2746.0"
"Granozzo con Monticello","3077","3","Novara","NO","Piemonte","1","1332.0","665.0","667.0"
"Grignasco","3079","3","Novara","NO","Piemonte","1","4345.0","2239.0","2106.0"
"Invorio","3082","3","Novara","NO","Piemonte","1","4308.0","2188.0","2120.0"
"Landiona","3083","3","Novara","NO","Piemonte","1","537.0","282.0","255.0"
"Lesa","3084","3","Novara","NO","Piemonte","1","2152.0","1119.0","1033.0"
"Maggiora","3088","3","Novara","NO","Piemonte","1","1609.0","834.0","775.0"
"Mandello Vitta","3090","3","Novara","NO","Piemonte","1","228.0","118.0","110.0"
"Marano Ticino","3091","3","Novara","NO","Piemonte","1","1568.0","789.0","779.0"
"Massino Visconti","3093","3","Novara","NO","Piemonte","1","1124.0","570.0","554.0"
"Meina","3095","3","Novara","NO","Piemonte","1","2372.0","1271.0","1101.0"
"Mezzomerico","3097","3","Novara","NO","Piemonte","1","1203.0","594.0","609.0"
"Miasino","3098","3","Novara","NO","Piemonte","1","811.0","441.0","370.0"
"Momo","3100","3","Novara","NO","Piemonte","1","2393.0","1248.0","1145.0"
"Nebbiuno","3103","3","Novara","NO","Piemonte","1","1788.0","900.0","888.0"
"Nibbiola","3104","3","Novara","NO","Piemonte","1","825.0","422.0","403.0"
"Novara","3106","3","Novara","NO","Piemonte","1","101367.0","52287.0","49080.0"
"Oleggio","3108","3","Novara","NO","Piemonte","1","14204.0","7234.0","6970.0"
"Oleggio Castello","3109","3","Novara","NO","Piemonte","1","2203.0","1096.0","1107.0"
"Orta San Giulio","3112","3","Novara","NO","Piemonte","1","1131.0","597.0","534.0"
"Paruzzaro","3114","3","Novara","NO","Piemonte","1","2143.0","1094.0","1049.0"
"Pella","3115","3","Novara","NO","Piemonte","1","894.0","472.0","422.0"
"Pettenasco","3116","3","Novara","NO","Piemonte","1","1341.0","678.0","663.0"
"Pisano","3119","3","Novara","NO","Piemonte","1","779.0","403.0","376.0"
"Pogno","3120","3","Novara","NO","Piemonte","1","1350.0","701.0","649.0"
"Pombia","3121","3","Novara","NO","Piemonte","1","2118.0","1058.0","1060.0"
"Prato Sesia","3122","3","Novara","NO","Piemonte","1","1849.0","928.0","921.0"
"Recetto","3129","3","Novara","NO","Piemonte","1","956.0","452.0","504.0"
"Romagnano Sesia","3130","3","Novara","NO","Piemonte","1","3677.0","1916.0","1761.0"
"Romentino","3131","3","Novara","NO","Piemonte","1","5625.0","2872.0","2753.0"
"San Maurizio d'Opaglio","3133","3","Novara","NO","Piemonte","1","2994.0","1562.0","1432.0"
"San Nazzaro Sesia","3134","3","Novara","NO","Piemonte","1","731.0","347.0","384.0"
"San Pietro Mosezzo","3135","3","Novara","NO","Piemonte","1","1971.0","982.0","989.0"
"Sillavengo","3138","3","Novara","NO","Piemonte","1","556.0","270.0","286.0"
"Sizzano","3139","3","Novara","NO","Piemonte","1","1360.0","697.0","663.0"
"Soriso","3140","3","Novara","NO","Piemonte","1","719.0","371.0","348.0"
"Sozzago","3141","3","Novara","NO","Piemonte","1","1088.0","573.0","515.0"
"Suno","3143","3","Novara","NO","Piemonte","1","2706.0","1363.0","1343.0"
"Terdobbiate","3144","3","Novara","NO","Piemonte","1","459.0","228.0","231.0"
"Tornaco","3146","3","Novara","NO","Piemonte","1","875.0","450.0","425.0"
"Trecate","3149","3","Novara","NO","Piemonte","1","20496.0","10259.0","10237.0"
"Vaprio d'Agogna","3153","3","Novara","NO","Piemonte","1","967.0","497.0","470.0"
"Varallo Pombia","3154","3","Novara","NO","Piemonte","1","4946.0","2530.0","2416.0"
"Vespolate","3158","3","Novara","NO","Piemonte","1","2015.0","1013.0","1002.0"
"Vicolungo","3159","3","Novara","NO","Piemonte","1","826.0","427.0","399.0"
"Vinzaglio","3164","3","Novara","NO","Piemonte","1","523.0","235.0","288.0"
"Acceglio","4001","4","Cuneo","CN","Piemonte","1","157.0","79.0","78.0"
"Aisone","4002","4","Cuneo","CN","Piemonte","1","205.0","102.0","103.0"
"Alba","4003","4","Cuneo","CN","Piemonte","1","31095.0","16349.0","14746.0"
"Albaretto della Torre","4004","4","Cuneo","CN","Piemonte","1","221.0","108.0","113.0"
"Alto","4005","4","Cuneo","CN","Piemonte","1","142.0","66.0","76.0"
"Argentera","4006","4","Cuneo","CN","Piemonte","1","78.0","40.0","38.0"
"Arguello","4007","4","Cuneo","CN","Piemonte","1","199.0","95.0","104.0"
"Bagnasco","4008","4","Cuneo","CN","Piemonte","1","973.0","510.0","463.0"
"Bagnolo Piemonte","4009","4","Cuneo","CN","Piemonte","1","5817.0","2923.0","2894.0"
"Baldissero d'Alba","4010","4","Cuneo","CN","Piemonte","1","1048.0","513.0","535.0"
"Barbaresco","4011","4","Cuneo","CN","Piemonte","1","609.0","305.0","304.0"
"Barge","4012","4","Cuneo","CN","Piemonte","1","7430.0","3713.0","3717.0"
"Barolo","4013","4","Cuneo","CN","Piemonte","1","660.0","339.0","321.0"
"Bastia Mondovì","4014","4","Cuneo","CN","Piemonte","1","628.0","315.0","313.0"
"Battifollo","4015","4","Cuneo","CN","Piemonte","1","211.0","94.0","117.0"
"Beinette","4016","4","Cuneo","CN","Piemonte","1","3441.0","1724.0","1717.0"
"Bellino","4017","4","Cuneo","CN","Piemonte","1","95.0","44.0","51.0"
"Belvedere Langhe","4018","4","Cuneo","CN","Piemonte","1","337.0","176.0","161.0"
"Bene Vagienna","4019","4","Cuneo","CN","Piemonte","1","3643.0","1797.0","1846.0"
"Benevello","4020","4","Cuneo","CN","Piemonte","1","467.0","236.0","231.0"
"Bergolo","4021","4","Cuneo","CN","Piemonte","1","55.0","25.0","30.0"
"Bernezzo","4022","4","Cuneo","CN","Piemonte","1","4219.0","2139.0","2080.0"
"Bonvicino","4023","4","Cuneo","CN","Piemonte","1","100.0","53.0","47.0"
"Borgomale","4024","4","Cuneo","CN","Piemonte","1","386.0","202.0","184.0"
"Borgo San Dalmazzo","4025","4","Cuneo","CN","Piemonte","1","12477.0","6314.0","6163.0"
"Bosia","4026","4","Cuneo","CN","Piemonte","1","170.0","87.0","83.0"
"Bossolasco","4027","4","Cuneo","CN","Piemonte","1","639.0","333.0","306.0"
"Boves","4028","4","Cuneo","CN","Piemonte","1","9641.0","4854.0","4787.0"
"Bra","4029","4","Cuneo","CN","Piemonte","1","29536.0","15192.0","14344.0"
"Briaglia","4030","4","Cuneo","CN","Piemonte","1","305.0","145.0","160.0"
"Briga Alta","4031","4","Cuneo","CN","Piemonte","1","40.0","12.0","28.0"
"Brondello","4032","4","Cuneo","CN","Piemonte","1","261.0","118.0","143.0"
"Brossasco","4033","4","Cuneo","CN","Piemonte","1","1005.0","501.0","504.0"
"Busca","4034","4","Cuneo","CN","Piemonte","1","10127.0","5017.0","5110.0"
"Camerana","4035","4","Cuneo","CN","Piemonte","1","575.0","284.0","291.0"
"Canale","4037","4","Cuneo","CN","Piemonte","1","5514.0","2796.0","2718.0"
"Canosio","4038","4","Cuneo","CN","Piemonte","1","79.0","36.0","43.0"
"Caprauna","4039","4","Cuneo","CN","Piemonte","1","96.0","42.0","54.0"
"Caraglio","4040","4","Cuneo","CN","Piemonte","1","6755.0","3374.0","3381.0"
"Caramagna Piemonte","4041","4","Cuneo","CN","Piemonte","1","3072.0","1543.0","1529.0"
"Cardè","4042","4","Cuneo","CN","Piemonte","1","1143.0","583.0","560.0"
"Carrù","4043","4","Cuneo","CN","Piemonte","1","4382.0","2200.0","2182.0"
"Cartignano","4044","4","Cuneo","CN","Piemonte","1","175.0","92.0","83.0"
"Casalgrasso","4045","4","Cuneo","CN","Piemonte","1","1412.0","695.0","717.0"
"Castagnito","4046","4","Cuneo","CN","Piemonte","1","2184.0","1105.0","1079.0"
"Casteldelfino","4047","4","Cuneo","CN","Piemonte","1","143.0","74.0","69.0"
"Castelletto Stura","4049","4","Cuneo","CN","Piemonte","1","1349.0","668.0","681.0"
"Castelletto Uzzone","4050","4","Cuneo","CN","Piemonte","1","310.0","151.0","159.0"
"Castellinaldo d'Alba","4051","4","Cuneo","CN","Piemonte","1","915.0","453.0","462.0"
"Castellino Tanaro","4052","4","Cuneo","CN","Piemonte","1","281.0","139.0","142.0"
"Castelmagno","4053","4","Cuneo","CN","Piemonte","1","53.0","21.0","32.0"
"Castelnuovo di Ceva","4054","4","Cuneo","CN","Piemonte","1","102.0","51.0","51.0"
"Castiglione Falletto","4055","4","Cuneo","CN","Piemonte","1","690.0","335.0","355.0"
"Castiglione Tinella","4056","4","Cuneo","CN","Piemonte","1","811.0","411.0","400.0"
"Castino","4057","4","Cuneo","CN","Piemonte","1","458.0","213.0","245.0"
"Cavallerleone","4058","4","Cuneo","CN","Piemonte","1","673.0","323.0","350.0"
"Cavallermaggiore","4059","4","Cuneo","CN","Piemonte","1","5333.0","2676.0","2657.0"
"Celle di Macra","4060","4","Cuneo","CN","Piemonte","1","84.0","33.0","51.0"
"Centallo","4061","4","Cuneo","CN","Piemonte","1","6875.0","3356.0","3519.0"
"Ceresole Alba","4062","4","Cuneo","CN","Piemonte","1","2006.0","985.0","1021.0"
"Cerretto Langhe","4063","4","Cuneo","CN","Piemonte","1","402.0","185.0","217.0"
"Cervasca","4064","4","Cuneo","CN","Piemonte","1","5148.0","2535.0","2613.0"
"Cervere","4065","4","Cuneo","CN","Piemonte","1","2255.0","1142.0","1113.0"
"Ceva","4066","4","Cuneo","CN","Piemonte","1","5641.0","2849.0","2792.0"
"Cherasco","4067","4","Cuneo","CN","Piemonte","1","9447.0","4779.0","4668.0"
"Chiusa di Pesio","4068","4","Cuneo","CN","Piemonte","1","3548.0","1784.0","1764.0"
"Cigliè","4069","4","Cuneo","CN","Piemonte","1","183.0","92.0","91.0"
"Cissone","4070","4","Cuneo","CN","Piemonte","1","80.0","32.0","48.0"
"Clavesana","4071","4","Cuneo","CN","Piemonte","1","799.0","412.0","387.0"
"Corneliano d'Alba","4072","4","Cuneo","CN","Piemonte","1","2142.0","1091.0","1051.0"
"Cortemilia","4073","4","Cuneo","CN","Piemonte","1","2188.0","1127.0","1061.0"
"Cossano Belbo","4074","4","Cuneo","CN","Piemonte","1","901.0","441.0","460.0"
"Costigliole Saluzzo","4075","4","Cuneo","CN","Piemonte","1","3295.0","1606.0","1689.0"
"Cravanzana","4076","4","Cuneo","CN","Piemonte","1","377.0","194.0","183.0"
"Crissolo","4077","4","Cuneo","CN","Piemonte","1","156.0","68.0","88.0"
"Cuneo","4078","4","Cuneo","CN","Piemonte","1","55557.0","28780.0","26777.0"
"Demonte","4079","4","Cuneo","CN","Piemonte","1","1853.0","899.0","954.0"
"Diano d'Alba","4080","4","Cuneo","CN","Piemonte","1","3622.0","1805.0","1817.0"
"Dogliani","4081","4","Cuneo","CN","Piemonte","1","4553.0","2275.0","2278.0"
"Dronero","4082","4","Cuneo","CN","Piemonte","1","6902.0","3498.0","3404.0"
"Elva","4083","4","Cuneo","CN","Piemonte","1","82.0","38.0","44.0"
"Entracque","4084","4","Cuneo","CN","Piemonte","1","770.0","375.0","395.0"
"Envie","4085","4","Cuneo","CN","Piemonte","1","1954.0","961.0","993.0"
"Farigliano","4086","4","Cuneo","CN","Piemonte","1","1698.0","860.0","838.0"
"Faule","4087","4","Cuneo","CN","Piemonte","1","464.0","237.0","227.0"
"Feisoglio","4088","4","Cuneo","CN","Piemonte","1","295.0","153.0","142.0"
"Fossano","4089","4","Cuneo","CN","Piemonte","1","24242.0","12106.0","12136.0"
"Frabosa Soprana","4090","4","Cuneo","CN","Piemonte","1","719.0","339.0","380.0"
"Frabosa Sottana","4091","4","Cuneo","CN","Piemonte","1","1604.0","736.0","868.0"
"Frassino","4092","4","Cuneo","CN","Piemonte","1","262.0","120.0","142.0"
"Gaiola","4093","4","Cuneo","CN","Piemonte","1","574.0","276.0","298.0"
"Gambasca","4094","4","Cuneo","CN","Piemonte","1","347.0","165.0","182.0"
